customer_id,FN,Active,club_member_status,fashion_news_frequency,age,postal_code
0057e214720f3ed438fbfe484df060dc017d7a58386beb2a32dbc2d8fde8dfc9,1.0,1.0,ACTIVE,Regularly,23.0,53a72a4325c8a74fb5ed630312a51bf1cf871642e54bf7da183391caa267aa90
0059a72dc89bd3a2bd42e523d98567a0f1acd1f7046f9bdae89e04ddc0a494cf,,,ACTIVE,NONE,55.0,d0f29d914db2308add936f47724dd1b1515c3396e1b63e5b940eeba4d07d74f1
00647ad54304b9d96f4e446dd2dee342b382525bc37f49dfe4d6a2cb058f61e3,1.0,1.0,ACTIVE,Regularly,63.0,f7737c16ab9f2793f47e2c91450f4cb955e4a9f24693d5fe17d4ff9494aac16b
006908fb1f581e64408d2c5a57bf65e06b26939dce50b8f8c4dc7ac65e5f6631,1.0,1.0,ACTIVE,Regularly,41.0,cef0a813537c66542210c8ef9a1457757c73cad7cb993ecdefd08234effaec43
00768d1094764829563c64bf0cb49f1c83aa8d3fcc7243d9e1ddd6a2ef96a69e,1.0,1.0,ACTIVE,Regularly,51.0,0290cfd2f397a8cd2a04660e07e1981e3279073a1065c7b2b7f721483bdc8274
007aa4f87cf3f3d30db059e22c64ce9e9e349c43d9d9f241cf33ff4b53f8ef47,,,ACTIVE,NONE,33.0,8fe4bb0c1914551dfbb643b15f1a1c7b76a9a39a8ace29103637a92a687248f1
00800aa943ca1e4a9744aed8430d4723fa53d915b0decd77655aae6e44521e56,,,ACTIVE,NONE,53.0,f4592ab13b32437dfa4d096b4d849e44c5dc4259115334f5fc9672e9aa7e6b58
00852a36c810941c0c13cee2f4206a3cd240f06864a62c57bd3805f7a8bbf55f,1.0,1.0,ACTIVE,Regularly,73.0,2c29ae653a9282cce4151bd87643c907644e09541abc28ae87dea0d1f6603b1c
00896a51471298fc6828c783537d2798ea66fd009b83911048fcbead59691eed,,,ACTIVE,NONE,32.0,d500d69cafafe860c220872945f591c3368996d74e05b2c77b4c0e415c1a5464
008d7d367d7d4a83ed19cd8b30a689dbaa5c9dd46a6c5459f87998287a33c51e,1.0,1.0,ACTIVE,Regularly,19.0,8e67be8bb12d9e6f24f1e037a1f89163bf38ce464edec0e49dee815ce2457381
00943bee428c5788ec65d9d15f8f692a92f69572b8a50d1ae000b37d59d7ef16,,,ACTIVE,NONE,23.0,14bc55fe4e8586860075af0444b5a1e6b75960883e328fbc87e6392ca187dcae
00944aac87d67eb28bb5d3b5dc02dafa6b34c821ff6a3b788360da7e864703a5,,,ACTIVE,NONE,28.0,ff890857c894107fa1dc8add8987fe50f155c4455535d76405c2ef69242da716
00953d607bb9b498cf020c314436b74c54876e1f03739a7e8312af21b89d83a5,,,ACTIVE,NONE,17.0,b4b8984d47dc731bde5cc5e343bfd52c51681dfacdeb0ecfc59d10977e8509e7
0095ce5a9152e431893e48b83f7a2ec65a651e3cea68e64c7ad418e3e25a68a7,1.0,1.0,ACTIVE,Regularly,18.0,65b3a26747129c11827b81ae231a9e840703d4a62a7f5311ae20301ce9aca41f
009a85913aa6f503ed0d2b5ac02ab919d6565bbbaa934a761ce376d643144f88,1.0,1.0,ACTIVE,Regularly,56.0,84b8a008d9e825f192ee2b9901cb5bb487f915cee3c4642295fbd41aeae81880
00abd53674e8997f103ce5e857c0e96b60600f629851eef1c82b0cc7c23570a6,,,ACTIVE,NONE,47.0,2c29ae653a9282cce4151bd87643c907644e09541abc28ae87dea0d1f6603b1c
00b327b778272c66a1573c6c23b778dface622fe827675f92c46f528f9b1dc5e,,,ACTIVE,NONE,,1241cb3c3358042084ea2b7937467c4357c9f2e346182093175cd6a1607b58b7
00b32956428a096cde500df8a2c97b3efe6acf4d183977d3ca2db60317e4443e,,,ACTIVE,NONE,29.0,4f9e348454072f8eb4e6f72058448c2cb9d7a6e58d4802ed3efc588fb3eaf046
00c82afe7a663f4ca1926225e34a76244354e7c25774524d0c6be8a2552fd8a4,1.0,1.0,ACTIVE,Regularly,21.0,28f8511cc4a58d0570e1b9deb0b5148b75a1719a8414102b7875469257e91c5a
00d65acbcc96e5a6ab67638139feda72c2ddcb50e0e3ccfa32e07b998286222e,1.0,1.0,ACTIVE,Regularly,19.0,9015a43372b38d2ce01ac7f06797b874fce0f9d9bb50ca7fbb1fe71e62683aa0
00d688b1625d1e69aa2f6e41573a7fc678a26be67e885f6cf57ae8ac75ea01fe,,,ACTIVE,NONE,17.0,365bd7efacefb61f705520783c56e29ca6e68bc85b16690cd4ad09fb0d558b30
00d70ca1dd2bafcca1fa800ff2f086a44522aeb2e6723bac73f7ccd8fec37daf,1.0,1.0,ACTIVE,Regularly,21.0,412c049551f8d15a4031c3948748f9b0ca37ff56305cb324a1f8519fdd020b19
00d9f3381053f82b23a4f1ca2591b76d11cf9778e0cbc142e49e1a85dd13a676,,,ACTIVE,NONE,49.0,98a51e9034ba76e940aa0c58a66741d091562eac751bbda9d5ceadaad912234e
00de9b1239eef47f3349781b493228fdda06a51cccfa9ad577fa6ea4a67ea31f,,,ACTIVE,NONE,31.0,8cbc0f5baae41dd25325e54ad5aa59c4e0c4343b8bc8b47155c7086e50801d90
00e075782f358b0f147fd3737c3bab6bdf423e1634bdc2b76e6cb3847439a8b4,,,ACTIVE,NONE,19.0,94eec23dd2762a3eb2320e2ab32f0e67ca966940511938a6b648861717a233c9
00e385d3a74885f154e900521f90e3d949e1199f1f22d0afd5ebeb5b04715287,,,ACTIVE,NONE,50.0,81151c5a3ec074d7430fa8196ba1e70e9a861b760d81919076a85dbf1b14bef9
00e403a26e2231ec4b947180ff39c6f016ecd218b1e454de6c6b115a392535b5,,,ACTIVE,NONE,32.0,629dc2b0caf6289f9c6ac82ed0e22e06ea826d36e30729e28d47bac0be8e0964
00e4748e4633206a41ed8eb483d8a4323e270e87374f59a0dd06d42424a51177,1.0,1.0,ACTIVE,Regularly,48.0,2c29ae653a9282cce4151bd87643c907644e09541abc28ae87dea0d1f6603b1c
00eeb92a95050cba3f47b92f283596c3e5993a8fa76b260162ea3fb98bec5ff4,,,ACTIVE,NONE,19.0,49876c1b6e1a87c7d618b939903f17177a1a58a703ecfd8a8d6f4038ac164695
00f1f9ed5eafecc4ef4605e2ea2f0b8359f2ae76730a3df509852c1124d7e94b,1.0,1.0,ACTIVE,Regularly,19.0,38e88b34dd805cf6c1e3f4a27c6fb1240e896321c4c0bdf7e1a14e2bdda27817
00f311a42124fc44d117135f34e1fca29fcac271e6fbd07105b661030ddec423,1.0,1.0,ACTIVE,Regularly,55.0,1a80c5651ae36327a86e71d5b967cf62c31126d1b57ae0a42b99302a126ffb03
00fa6e1d4a247e2c81996af566b8aafd5cf766121d6906a5dd1303ef088f7357,,,LEFT CLUB,NONE,39.0,03054b9069cb7830e9084980e96afc5ee220c395659f5dfd3d53aef08e21d8bc
00fc304fa87c8fa9060390fe09ae6b7e6b63a7ee9992e9bce0b68d3504f904a7,1.0,1.0,ACTIVE,Regularly,34.0,4216e0adac52b1320642fcd8d66e241ac7814e56c46275637a25fcd7292de72d
0106af56c546f00cd58e8f3a1341e4bcb51f71cc227f328a1ca38c75115f6749,1.0,1.0,ACTIVE,Regularly,51.0,2e3ac4df53bf9fb76bc4ca708b09716093f941a84508d480303c4586bf30f7ea
010ec80c67527af6674e6ea7befb41ffca391a47713174bbb0b9f38bcfa3fc59,1.0,1.0,ACTIVE,Regularly,22.0,08d3feaf0007908c9b53f613a2164aadc3e255bd7ffa78d4e69bc5f5ef8ddd31
011382b9972fc3fa6c4b9d0de4cd47cd427fe7c03c812c7b6e3b6e08e0b4e933,1.0,1.0,ACTIVE,Regularly,43.0,674f200342849a5f0dc4968c55d283c116493c4b5f873cd5d4ead7eab980291a
01192b6c0ff0edbc65669f6625db3b144e634ac5fd9c8df9cba9283a7a558f33,,,ACTIVE,NONE,23.0,ac540bc8bdaa8292139dd836811f55b79e7569335761cfbd6906f55b7b4b1cc7
0128d14d8915dc903a8a2f2e578e48c34b26e8a851cdad6efd1bca848965732c,1.0,1.0,ACTIVE,Regularly,17.0,37a396bc4fe2f1560071a4892af7cbc3a5d3f9c3953b5152db65694ce40e5a2c
012a66dbf894ed8bc148044c6a6b6bb789d50e0fe35cdfffc20c3446844b1f2c,,,ACTIVE,NONE,25.0,182ba66df700c1e90afb63467afcd92be1948a6f22d790b1e18ecada3493ce8b
012e55b1b6ee2b942b5f2726c3239f92542b048aebb324d3e6241289fa08258f,1.0,1.0,ACTIVE,Regularly,38.0,aedda8f18f531ede2c3dfcc8e4cefbe6614cd5537611a9ff7008064148cbfdd9
01368742f303c02f5c49a0bb1bcf1866e3492125838296efabad64968928302a,1.0,1.0,ACTIVE,Regularly,21.0,5a35a0eef23440b56c392aea245d42127cc4caedd2bd482176b7d5e59cd9d74e
01386b5b8f4a84b28df77467952e9be9f7e723869086b67b49b537be7de1a78d,,,ACTIVE,,28.0,59e3921ad773aad211f13ee775badaed1a2f533bc6e949e84f613c7ed71524a4
0145a24bfeeb48c293b771e33f2b3eecb00a8442fa823eddac139c4c6466d988,1.0,1.0,ACTIVE,Regularly,29.0,2a3ea247390bfb25d5c260fb6e57fe46fdb7689a6fe498eeb592189909c553fb
0145f6c721e6aa17df5b5eda77ab6c2eb3b7cc641c827a4d796b121887d413e7,1.0,1.0,ACTIVE,Regularly,26.0,38b627e7c490adf8e3d4d976161270cc844d38c8d9d5db174081525272e81ea5
01480416271cb356016694c7e1db41c2914f5904b9180e0c5589ff7a898f82c3,,,ACTIVE,NONE,36.0,5e9b6db06eb742573ce6ff7c3267730e169436b49f4255d910a07e3f6d32e3fa
014a4159c5f9feca782fc806a070b16c7bd876c9c4cf9269c99bd4f51fb7871a,1.0,1.0,ACTIVE,Regularly,30.0,39de4c091e6c1b51fe8e3e24d2bd5a00ce337dcb2b0ca6b73f94e243718bed21
014e4d854c439035c013580d9381f7c37ca8c144b7beff0fac196debe9f35281,1.0,1.0,ACTIVE,Regularly,27.0,4ac1eb8feb63d722cf966d2e717e0d62c86a1781d196266405e1715bc42f3004
0152964ef19824d631d28ee3327a010fbfc528cdaf5bf063db6395b84a755a30,,,ACTIVE,NONE,27.0,3372ae17b43a86a285023fb25e51e45a6c0e292db256318b2a4d679fb636f694
015c0997320cce8938847f352ca12ab9dcc98c48f841299b498d3e1f59365429,,,ACTIVE,NONE,60.0,51d81b3efaf98e1bfcec70d4271ab3dec8e2d47693abae9aaa6667ad04ebb195
0160398a50eb9bdf9a2fd1ac7e9933424b9c612b08f6a318f2e4c1fe2727aedc,1.0,1.0,ACTIVE,Regularly,52.0,b66f8ed048953f31c2775e6fdc49e4c168fd94cfb47222f07e0d04f5d5cd1e58
01627a134fc6a832142b16e08dde78e7707a0a24075866e02c160f86cd8b4bf0,,,ACTIVE,NONE,30.0,b3b5566ac07cdda8d7d2b994cd43e5ede2fbb6d7a825709a65273a87751e37a5
0166dd72dd1102dbc1e15970d2d44e6616cfc1ce431d03e6154595071ab17092,,,ACTIVE,NONE,22.0,6e2db283dcabb331827009cc18f9a751f40f649331a57cf6dae9215c72214e00
01701efe58afe88d2ea992f94911156198b522e5e9481c40f6656fcc89093c47,,,ACTIVE,NONE,17.0,67a572e0980c29cbb58832a0f6609b80df4aea3d30b0d730b283d398259d0861
0173ce6b4511901f44126c571a1a8170db0fa6b598f96f399f3bd2f0db5d36a8,,,ACTIVE,NONE,22.0,882fa71afbeefa45607408faafad1ecec06842c2a411e41f44efff2986be26bc
0174ff23e1ee99d635a073f2c2ab0b3269d47873a8f55c524bc75521b694311c,,,ACTIVE,NONE,49.0,cda9b7dec1c64e2d3e4207303c04cc10ef00c3d711da4b006ad9e336634677e3
0177b904c9869be87081eedbf7787310d06d83b7da27651faec49527ba533c88,,,ACTIVE,NONE,36.0,a82cf0e0a7b2bd14dadff84ab94527b5d46d3d7e76bb0b5bd79adfd0c80c28b1
01827eedcda1266ad474fdc471dc00e56c562d4c563c7250e9893ebbf7bc78d7,,,ACTIVE,NONE,19.0,89a3c291464ccc54035027efa1ca104be68ccd4939512920fbb90552e4cf2b1a
01839fc584d133e5e13309bef89320d688881d1a1b10b8b01311794eac713573,1.0,1.0,ACTIVE,Regularly,56.0,767b3015afcfa5d3da6781ad754ccca96a2aa6adbae1d4a24c84baa9b7fb9af4
018df2e9f27d47c0670b9742cbea597e9f06272d2ec8d5625d84c5f3fa641c22,1.0,1.0,ACTIVE,Regularly,48.0,a096a51a2e27a826cbff4f2885596c348b300f3a765d6c07ee7e64b438243751
01918c41b5011fde064777b66ae5ca0197bebdad060a6a6be653c78a320c317d,,,ACTIVE,NONE,31.0,b0656c328dda785b03a7e259210d103951016ad2aef08707277f9ea242b521a3
01932ba92575c73dfb07bf4cd6498eafeb10ac9decb2a21630e86437ab98e9de,1.0,1.0,ACTIVE,Regularly,30.0,3a33dc9c0b7f14ad264a57836b361ad0a3815675c75d5d759d846a786cab6502
019b57bc2e42cc90ec18922f72d62675985d2d0cf73f715d5f91d009efa1f1cf,,,ACTIVE,NONE,22.0,fb0e3d5b2c7a72bc6adb5134a081ce62fa9e03eb5b40ac16c687adc4e7a48f01
019df7a9763178835249f83ab6fffd8292ac15591ddd8808e28bf03a0e078a01,,,PRE-CREATE,NONE,30.0,09aa000c583266896f408c4d3878d3ca60b1c5f682ae7b934075e20697505edd
01a821cfd7920caf49609fcb63d24a90ff085bdc792e6d929e75ff7589f73132,,,ACTIVE,NONE,28.0,2c29ae653a9282cce4151bd87643c907644e09541abc28ae87dea0d1f6603b1c
01ae133b88d317725ad23ba6002172ab8dc7c79019f8580f50e196b8d389ba70,1.0,1.0,ACTIVE,Regularly,31.0,19d5019cd91df3ff4aafd47b0ad055c5a4991bb63b80ddf666b0eed52e8ec92d
01b15c3a3a7dbee075d8056380ffbbbdbf76c3545bb55af8ef1abf5e95f654a9,1.0,1.0,ACTIVE,Regularly,36.0,a85f0c53cc8f6ba4e37668c311ed4de2610d2b86b5cebbf933a313bfc214b2ff
01b1647205aa1ecc3bf19289d0e128b56fd96c94dfa1621863641f0ac16e40a3,,,ACTIVE,NONE,24.0,5f7dbfcf113cab06526dcc5b4ade7a601c3f980e25d234c653a61dadadcf2ff5
01b5c704664d7918138be861c896b99f6cb977a8a0f09ecf717e1ef7db1d588a,,,ACTIVE,NONE,20.0,64d89f8fa2176e2efa7eee3fada481c6a85b88545c5b857ef7040b56e4d68754
01ba2d8750ecea3e424ae446359b1c8ff6a1dc34b5d46843f59759ac40d8331d,1.0,1.0,ACTIVE,Regularly,23.0,8e8a3ce86865005cd926a2c0e987950479138c8bd2b93053f9cb6f753cdf1e48
01c6af14a37457235653bd8d375210842600af19b37af485244963f7b392284f,1.0,1.0,ACTIVE,Regularly,20.0,e94e9f2ff25a9c1419b9deaa85d378d8189f1dbdb4e15b42664330c8d0439117
01cab680887b8d1741c114d53af99cd40502dfeda09a77932f145219ac89ecef,1.0,1.0,ACTIVE,Regularly,20.0,7860e934e4e2b3694b3eecdb5a3afa246b75c0091a599ab1f6a2ebf6be668bdf
01cc25373ad73ea0e2e174153bed7647bf3bdd94a9297928ab795e99dc646b83,1.0,1.0,ACTIVE,Regularly,56.0,66d79defeed1c5c2cc567811f7c7ee93c4d9b761ecfe85641c42938f5029bf51
01d02d929f0e3aa3996c861b74fdc44cf73f6f0a6cc5b260158c1be5de07be37,,,ACTIVE,NONE,30.0,9a48c88ed04a13056533ac75e138bd6c55b95030b86f3ca34c5df5ccdac790bd
01d0d9877b3a66da5444c8665546a8b879b542bbf33bbe09d8a584c5b2ec9903,,,ACTIVE,NONE,23.0,1fd8c44b563b9329ffe5a78efd7258e8a38a671438a30000e3431de95c22520a
01d1193c240a3b292e41c40ac057fe3bdfb3fcb6a23e113cccfe2d959defe782,1.0,1.0,ACTIVE,Regularly,23.0,266d95539d7510d8a5684016a3ed0e36db89f42c1ba0c393fd4aa9ae8bcd58ca
01e77014db284363d04adee14a0d661548f150052e8bec775a079b4cebf61afe,1.0,1.0,ACTIVE,Regularly,25.0,cd883f60276e8a5f0c14bdb7779cab855d446a9bccc5aa9580058892a4b98065
01e9462168e4783f54eb20630433b93f9c6ff55818f436a2b0c3fcb222e0ec6e,1.0,1.0,ACTIVE,Regularly,44.0,2a80f2fd6ee47e330fcc72fd8eacfc502d0936ff5cbaba3ebf53b8acd24477d8
01eb4a2a1d9e5b954d190ca3657814f6e2d7f6e8f238dfde60b1bc867ca71189,,,ACTIVE,NONE,25.0,6293040ceb273173b4e477cf71ebf1c1cd7a8f2a352360c989beaa6eeb76a61a
01ef5256e6264e9d50b11a08e9cfb2f2291324fedb4140cf7b4ad070548ffd8f,,,ACTIVE,NONE,46.0,f1ac8833fe6883a6cd7b90f229c6bd54be8a4eb2897e2fed9dff4613b8c52ae0
01f4206190d208e8c27272a1be22ab728bb134f773ca5258935208a1ec5c2f0d,,,ACTIVE,NONE,19.0,2cb7454f8f898c415769a342a6362393458584d0c0d6ba19c8b8c487dbf9e412
01f95fed55a064986bc75c41c7b11df7e0336965570417a4d1677f0c32193f9c,1.0,1.0,ACTIVE,Regularly,40.0,fbed94c22ef5f4aa9aef82c97b4a7d0ae7c38f79db671e0174098dbcf27c35cb
01ff8a6053a162b208851745fb54501dd5a0a17a8cb9f31f86eeaeb22813cdfe,,,ACTIVE,NONE,49.0,41c06e70baade0e412c4a4b5d07dacc99bc60766c01ff10a03add8dbffe0d171
02034dc1b710b84637b8e9856e4b2577b4c2c1cea2b1eda44c76e8662c5ed9c4,,,ACTIVE,NONE,44.0,abaf730f6cf38f7465284d355e0ed8dba59907dccb918f107261598b174ca999
020484efd1fbe03571647ec3e1d59e3a5516613d907ffddb03a9b0e13aea1d2d,,,ACTIVE,NONE,22.0,a03f2a614653d454e816b47804170d54eed19243b90e5a1ae015863a0b7fa26e
020652930a7abe23a1acff682e4cb1e1082f7ac0d20b7004bafcc1919f020856,,,ACTIVE,NONE,26.0,5d1fbd69047e47a68d2dafd7b981cc4e012a2c7c9881b98184aa51a25c4daccf
020b75d51c697a758ed94ee4e93d229fb2e67bd1aee37f8db64d5175b372fff1,,,ACTIVE,NONE,48.0,6c16218b7d48c822989ab04b5de32b21ce3f2dff4c60d20a78088e3b77f57232
021c31c8cd567fec6cd5026508f85f8cec82e575a60e3de5dd7a2f3f8a4a02d7,1.0,1.0,ACTIVE,Regularly,17.0,ed17805b059ad9dd3766b9d7f1e7263c3874c56ea188649e7484a26fe07c4011
021c54adce2493bc18a14e74a75d65a2c45a8528b9fd9b6dada6160867865d04,,,ACTIVE,NONE,28.0,eea3d9966c31acee9238d18a0f8908ff0a5f461715c063359bd06b700b0185a5
0228af6887ddbc6c54be9975e33be47f25588efbf8ab790240e4eb440b03cb38,,,ACTIVE,NONE,17.0,8e71a2e1d55b2131ba1204508743a38e832c822e4d24c9ddeff29db3f242c3bd
022a82b8daf660fd6851575c75d54e67aa16e9646a828126ce4a4bb21f3ca2f6,1.0,1.0,ACTIVE,Regularly,40.0,c1a4f8887e46e33987ad57a6fe8120c04a2ae38b4feac7ef16066b3e95cec019
022b1a6af8338db08a61cf37121a34e89b66dbe6d5d2ba899760abb127dbb524,,,ACTIVE,NONE,37.0,0538958f51c4e183500566bc01f494655b19e750b36a8def591baef863cbf1c0
02365ded8eb131d6d2d3ebb7709bc27e091d25cee31600572d92e8d38ba7de85,1.0,1.0,ACTIVE,Regularly,46.0,1e0bf5848ce14df1549b5698ae824c1c8202d71ac53aebcec8372d3002c7c6bf
025494f3889b9c5de35526d20aa02078c43bb83925f83f8eb74d063af1eccc09,,,ACTIVE,NONE,25.0,351a7721610576579f3fe96cbf208a100c6590f42a63928fd79e7a2784507f85
0265f11ff55eb60202faf6e0a7a59c2a2e35203e04c176ae440c5c661ae0d6e1,1.0,1.0,ACTIVE,Regularly,52.0,1f3288f50329b30632aac06456fc44ba551a9f0a963185fc2ea6888a650ea70f
0266fc616c55d1875aa189f0c81c6d9ef0b319899608d7ffb2aa4c03d06b5780,,,ACTIVE,NONE,20.0,be516acfdd832e8081119c1ef312888121dfa6e38dd1fc829801f0de759ae4c8
0272f36335c7010611d058825d7c46a65a9a83252c1735f0891505dd53a6c634,1.0,1.0,ACTIVE,Regularly,20.0,ad9bbabc1794382c9db3b5ccf61c89ad0583c000a50d5826efb5e5ab5ba9e682
0273c5b9b3d213669b97545d64210ff56ca53ca2f3b63ff80055296a3f041e22,1.0,1.0,ACTIVE,Regularly,30.0,512b8a69fba3ac524bd25469462d4f54b8bd4e251d37d5ccc5d990774aa08bf4
0274fe22297d0ad3f3eb65e26f565f428635b60805d93328e4354da60366f2f5,,,ACTIVE,NONE,19.0,e7c4d0f46335bc0c849415fc52061005912212d10165789b0d11546462f9373f
027854a88735e35c3e76a899213d3c957c5a321efd1f3e3e283099ab6bef8e18,,,ACTIVE,NONE,27.0,0396ff76515fd357c8c07e177d78bdbb1ff4e6f3ba5a536e3036d54368a752ac
027fbccd1a0840841675c0381f1cef776d40046eb7bc5ebc222d3fbdd60d5914,,,ACTIVE,NONE,21.0,40b9fe0cd46957130b1d13a11859ac9fa691a3f08af081bd299509741d165651
02831c91509b6b811debb98041ea4128b580e1df0892cb2044c16643d17e9889,,,ACTIVE,NONE,30.0,1dba69d1baeba2d8d417a993dd55d40268febdce907cbb61d234c10f48924ff1
02878234205bc16058c9dd280555fd968e8dd872630e6a7e6ef111da09352f66,1.0,1.0,ACTIVE,Regularly,24.0,91b73e382aa6ab14e0d882a7a548054d19565437a69130fd1daf44aa23b7a5cd
028c30293e417d0a13c4386e0eb6872eb0de98244a7b967ccfbd1b4491407912,,,ACTIVE,NONE,19.0,d4992f8880acd5a2636e83ecdc20028aefab24b5aef38de6d092643e0caaa0c6
0290e9afcc1f765b74e097eb4fbc7bc2a43104e073f09f4ec282c2f0bacb012d,,,ACTIVE,NONE,42.0,5738f1441d5f6fda569890e0c576ad1fad6e9ba711c5d1ac5de7e7788353d852
02959671e67d31f709aba46c24f6412228cadc1429dea3cfbf38fd66cf297037,1.0,1.0,ACTIVE,Regularly,23.0,1712a68c0cb22dd285aeb498178e0477c9400e746fbd3bd046861fcac794874b
029a5a2f4bf9e4504dbe6489128e3427f154b8a9aad8a4e4eeb19cf55277eb1b,1.0,1.0,ACTIVE,Regularly,66.0,91d25af0e93059167bf5fc4c082b5d2a3ed6507d2f8533af07c9ee1ed1d8f608
029e6a5c61424bbbf653fdff661beb6a4f2dab12ceb2374c2f13e1800aa73628,1.0,1.0,ACTIVE,Regularly,45.0,2e5819401b4158bf55427588450d0223baf0928ab227f831c18c79533200a559
029ff3ecd41a818d77cdea9d1118b26a870b41b98216f4004d8ee620786d3bad,1.0,1.0,ACTIVE,Regularly,51.0,e3b40cadf4bbc6b4725b1608f080c8f34a179491a893bf573812295ca9327485
