customer_id,prediction
735bd39eb1604f2812d26163ca8fd7fe9b92b432018cd5f7cd237dd16a7d2f4c,0399201022 0743616001 0399201042 0633781009 0689009001 0372860001
919f75c454201ee5b73d97b8de2cefe9b353aa2f0dba871756da72533c43ff44,0706016001 0554450001 0706016002 0108775015 0778064003 0706016038
a630cdd94d3da13245cd83774a4cdc7dcfe3c74f9d8bf15b45b5530fd9c67b81,0464297021 0772005009 0547747001 0464297031 0579302001 0778064028
a84a391d51d6317c8fff5e59ed9ce4bb7b9a808ee0ee4bf238fe44f1479298af,0579541001 0562245001 0717490064 0717490010 0778064028 0717490008
ac30c7899fdcdad642a7041bc44c1e2766b323c094f03cd2892ea0a6dd96b692,0493995001 0883793001 0840360005 0844919003 0852775002 0406724002
e1e5531e00f4b2a803893cbd5abd70b4c7e373456e433ea462b780767e09ca21,0732017001 0573085028 0636323001 0861848001 0687524001 0896152002
ebdb282b14bab400d5c99f69a3411ffd7896bc07fdb054a896355825b97e6224,0794468001 0752820001 0679854013 0504154020 0377436002 0680912017
f65f03d42b051d1d21bcd52027f204171f6be70475ec4ab1509e18b47ac1ec53,0160442007 0768912001 0806605001 0179123001 0111586001 0833993001
04198da22f804f2568793cd20a72e35f3f42f42d2b697434597f65cecf004e98,0706016001 0706016002 0108775015 0673396002 0372860001 0599580017
0ce9005dd0911c58d29a1697aa9c775dd668d16460a60865d975cd84c0811a07,0351484002 0673396002 0799409003 0599580038 0842112005 0799410003
1ff338ec75e75d750218e278cbd2e90dfaa144f31607e57e314c6f8bab92577f,0723173006 0534357002 0399256005 0372860002 0372860001 0619506006
2f2c167db3f98c47a9cfdabab43ed4b8ba4414c1f83db0743d56ecfc4440b73e,0399223001 0688873014 0661794002 0730683021 0589924011 0754344005
3757d1a8eb35aa9cd84c96977ba88b5a56f452337d23749ca0f144d52ffdcf88,0573716012 0754238001 0688537021 0599580038 0579541001 0399136004
50f41bd184313423d67323d7f0c82c0449b188d91a8f34f1eb1ef6274d4a2752,0742079002 0738133007 0717676003 0719214001 0730683002 0617534004
78fcbb7c8fd32f5010f3912847895403917fedea20faec5af44423c9f775db01,0493995001 0883793001 0840360005 0844919003 0852775002 0406724002
874078ccf5b6a97db76e66b2e55c57e1dcafeb0b56c8ba86dbd81763d2dfcfc9,0599580020 0684209001 0589599031 0688537001 0883033002 0762063003
87d8dd98294d4d9e7791eaf8fdcf9c80e81cf6cc7b2d6997a33af66113adb12b,0399223001 0684209013 0688537011 0464297007 0399136004 0757303012
b485155d03c369cf333b77fe36324a0c17249ca3f44c17ecadd2449c939f607b,0706016001 0533230001 0735583001 0769748014 0850277001 0715321002
b4aed1170c15e629dbac2f81ad58b4400983f9f1f87a2a9a66c2b02519c919fb,0608776002 0484398001 0396135007 0559633001 0351933001 0720125001
bc450826b66d2ebfa71186d66795b9b908927b11446afc22b06dd5b5eb770236,0832361003 0484398001 0714790020 0841260005 0754910002 0881396001
c48ca751e283f4140d181a056acf80722583ed119b166e9d9814517442c54dad,0730683001 0637673005 0680262018 0692129001 0798779001 0706016001
db5297e33687b4bb115637444b16a56625bf726ee7c1daaba787dacb63a20dea,0243937001 0442915001 0510465001 0836706001 0234421001 0300024058
ff030063d8086d41dcb9986e21d15dd780b9d0213093d596a88e46f40fc6cf4c,0706016001 0554450001 0484398001 0590928001 0706016002 0237347004
0dff0de7076e64ab54140676fce1435310f6d8fcedd0c810c845d2cb68b41244,0559616001 0566140001 0599580017 0559630002 0872813001 0636407001
1da21fd55dacbfc7c675608a9d4aa7818d73cfc7b844f536a992afd30a4d70bd,0695632002 0720635008 0637673005 0706016001 0556539001 0684209012
391bbe17859d49aec3fdd573711a979bddb3df9f98fa6572ab2579c65d71b7d4,0661794002 0662857004 0824995006 0578474007 0625818002 0690545001
6187de25cc250aae63654cbd7503c6b9ab66a8e2d7f49d5e872baafc129101e2,0719655001 0572797001 0736530007 0572797002 0253448001 0278811002
926ac84d6434059edd6467d3dceda75e01b214fbf77493c6d2762cf89f8f1aa3,0667491006 0685044011 0909081004 0890095001 0853554001 0909081002
9892db7fdb8fab8f139e2e7d1f107a769abaeade4416d3c9f8712251d9844adc,0568597007 0714807004 0859139001 0768931002 0523489019 0507883009
bea66398c55e68fa29eac6e5dd3bb70416c1f382c66e6b99d0401bbf9dca698f,0224606019 0728156024 0877279001 0662888013 0672625009 0568601030
c9a71320a959edf2b3ab6d0cef0ae2655272815f550a201458d30bea379c3c79,0883033002 0861847004 0695632005 0749615010 0547747001 0639258002
f2bc31be9c82fc4b65039d885eab49d743298abd158e436d96687fa6bc68bdfe,0711053003 0562245046 0706016001 0706016003 0573085004 0562245001
06a3dfa0366f3a55759abb6f2be9f09bbd2f963cb1f8d9b1dcf96c48d08f2b67,0659832001 0770315006 0562245050 0759871002 0657476001 0759871011
0bcfd8e68748650928d24f10f253324e59ea5d3dfda5aa2159f82a468937afea,0111586001 0539197011 0672598001 0806605001 0768912001 0464297007
130200b570ee5a11ab8321ff2a999c24f59eac990f502549a817c2168a7d35ce,0673396002 0519583033 0519583013 0400246021 0610776032 0562245001
1921b1344527fe9f6e18d1f19393fcee5197df959cf5edc936e512c8e014b8f3,0448509014 0573716012 0484398001 0372860001 0706016001 0759871002
31d1bf371b8aeebff1087cc0079073249f2a47fae93f587542869236f4241983,0399256005 0399256001 0399256019 0519583013 0661306001 0399256023
4a349e638f660e45844d9c3cf64815a9d9e5656f5fd84714d795d0fc1ec828da,0493995001 0470985003 0857571001 0840360005 0844919003 0852775002
64de1696c634d5ad2ff7791a0d17a6387118d6255772c0d74ec736fcd7e9f8ff,0684209004 0688537004 0599580017 0684209006 0565379001 0599580014
6add6caa7a5c60ca98c049fb5ace4c43d4c44d5ade81fc8ff21d456e1fd0b00d,0559616001 0566140001 0743098001 0622600002 0843685002 0599580017
73dff249eb584335bf3facfa31f978b50be0b6d3151b6d021a7a3c111e830b7e,0562245057 0663355001 0562245018 0469039019 0615021020 0578876001
9de2945273eea59f75ed71baed5470bf3f9e5abf99bff0ffba22018973278111,0399256005 0572797001 0730683001 0728162001 0572797002 0805000001
bac37fe0b22e71d5cdbb351ee5b05c171101d4b587e1c8e7e3ebb8016547672a,0680262001 0620933002 0664405002 0706016001 0681180010 0507909003
c20dedb1a56f03b320683c4317942373e34047236398f7947b73edb68c4045b5,0714384002 0772005008 0554598038 0624257003 0719639001 0772005009
cdaad9431e841c7b980f05ab2ea9e0fdb7fa92796fa7e3d32d4ddbf45130af46,0599580017 0684209004 0684209006 0688537004 0723347001 0754238001
e9c9ffd6feb110a64e5d0256b674dd8a1bd6f5f0387025698d1a36a5fb2e479a,0372860002 0823505001 0351484039 0810419006 0800389007 0605690001
f3a5376e4786dee3335eef9c4af7c3a6ba27741ae29e81d6c3482e7941c23b4f,0493995001 0795975003 0852775002 0406724002 0818031001 0853510001
06e0031976d9fdfeef42703d868f0cd9deb6085312071c5904addd98a13afd25,0573716012 0642437005 0695632002 0507910020 0562245046 0674606001
0ac1a1fb4e02e1386b3a16eedfaefebb1e56aa0367c3e5c87c7caf16558e79d8,0464297007 0610776040 0372860001 0708472001 0554772002 0664319005
2cfd30874b6d7579de78cf83fee8887d08caf9bdf3e2d334c038794f9d193474,0678342002 0701016001 0536139037 0686269005 0701016009 0898596007
2dc67fb41c0689c6b177ffd8b18b4a1d4cdc5a10d36f914ae8ce40d9ade7c62f,0799417004 0854043005 0799421004 0600886001 0757726004 0786187001
3ac7526d84ed317eaf657e36e8de22e27215d51f609f4f7c7e54404046831a1a,0464297007 0572400001 0683662005 0372860001 0637549003 0819113001
69e0be2bc8dd61a0e12c33030fdf6bd8beb77f16bd11f7fb737b728e1d9700dc,0662075001 0664074001 0640539001 0660726001 0718549003 0726716001
999abc04b64ceb219be7ba4ea356627f63ca8ed7b95b2f9f427b791e6709369a,0714384001 0661306008 0739362001 0735607002 0678696011 0399256003
a91bb0815dc69f28d3d76fdd9cb4d435af62f5b99faab2990dbf3f69ac99d6d7,0706016001 0720125001 0706016002 0688537019 0659460001 0684209020
bda2da3682548a11e4b102eca2790d000a2cd313dfd81ef25af08326d370f0ac,0579541001 0728162001 0772005008 0781813004 0579541004 0781813001
ca7b5b750e4cce243c94555d6434b2930df81f46f6070930964ed2878d82292f,0706016001 0706016002 0730683001 0729928001 0111593001 0673901001
cecfd95ad024c483e504ab17ba41e6f969ab73cff27fcf9241e34a38cc92f06f,0400285006 0827968001 0841383003 0796241001 0827968004 0697516001
d3a9760e96fa27e7f8b8aa5eb9c3600c5a360e1347d62c484a72bdb920d5307a,0562245046 0706016002 0108775015 0706016001 0573085004 0759814009
f1ac2b620431192683ff2a2d2c335a1730a9bfc8f6d2b0a1d795fd44266cbfc1,0796241001 0685814003 0861519001 0909370001 0731783002 0903333001
fb08a82e6b8485774f816ddd8fc00f93a8af7f5ca60f0502888b72f3a890caff,0493995001 0795975003 0852775002 0406724002 0818031001 0853510001
1374d5e7ac50254f749a214a47d67fb00b2738acaf1f6ec8591fec8d7fdb3bea,0724772002 0624486013 0824118001 0755604002 0734460001 0659832007
2673a9eed6719ae831cb41d1c589f1241661f04766b3f6d50c35bcd212556a02,0108775015 0759871002 0759871001 0805000001 0709300002 0709297002
589cb7be1e454d0102cfbba2709aceaacbf70edc84ea947e455deddb3cda84cc,0717490008 0795440001 0754219001 0841383002 0701078007 0743606001
6e692fc2b66843bb644ae9fbf01366bd8761a878e7dd4c834e8a88bb246ca371,0484398001 0749699002 0749699001 0464297021 0791587009 0664133001
6ea539411191dc06f22370d9caea780db32d7b79da6ea891a7c32d1f66ab5c17,0711053003 0664319021 0536139006 0711053009 0554598038 0745475004
735f81ec5977d40e69ebeb84bd88f23c4ded1ef1f390f0845a38ec2325395bff,0787946002 0771829005 0824997001 0879294001 0711053003 0448509014
817eb0cfe4a23279d2befd9743b383b37abccc77a7486fda64b7b53ea8cbfea9,0436083001 0624486001 0798579009 0825720002 0706016002 0470789001
d62c9bdf79c5528cc6a38273a7c7cbb9c09ca266653dcf84a0f75c8accd9498f,0305931001 0579541004 0698293001 0698294001 0717884001 0799365011
e24c7ca343e4c526f09c1ee6750487678ae94f02d270efd079cda253349afab8,0711521001 0723469002 0717664002 0399136061 0662857004 0751471021
e79fa955d8cb0b1fc39132b5ef9d96b209d574937c57298097df90a4e635c858,0785034005 0717490008 0300024058 0695632041 0658030011 0562245001
f301c2d65d1c6c697ce3429d154d7512caac475bd792bbf80ae73e2b0326ce24,0687704001 0688873005 0742079003 0541518004 0695544009 0738093001
0df426b7cd4935520dc3d4e75ae4e0c27898b83d23ff2a45fe6e6b1ce434bb61,0572797001 0688873007 0682670002 0630438003 0572797002 0399256001
14065879020e92ac6faf8b388e26bdce18250c81f8e90ec04fd3d29e3ae96d62,0568601006 0673677002 0715624001 0639448001 0751471001 0761406001
161b23170c084ef27f02448e17dec22b6546612f011ea0549ba90ddc244c221d,0706016002 0734460001 0536139010 0536139006 0720125001 0759469001
1bd40b7b47762d656b9fd3baec44598d7d88dc3398a8a38287bbadf6905697f8,0126589010 0677054002 0909014001 0683362003 0684151001 0772773001
268c6263f67a66aa1df22fbb808a73e8f5636979384cd4d74d4a5b2edbac31bd,0493995001 0795975003 0852775002 0406724002 0818031001 0853510001
4ac8af38152f4774074fb9741754ba0ef0fe9016972e57db9b13f3b73fb3e7c0,0673677004 0754323008 0372860001 0762205002 0658030006 0504155001
4b34f76c80287a509c84501505f4a07d8caf757d0f4ce4c9c12be1e78f5e3b91,0568601006 0160442010 0160442007 0751471021 0678942001 0842607001
4cad43939e81c409eaf909ee37c3bc9889aa506ae8e3173fe9860355cc05c668,0372860002 0372860001 0562245004 0719655001 0108775015 0733098013
5d5dab43c3cc7b8090ed7020b9362a74c721ee213db7a34adce13e64c7360d19,0399256001 0399087014 0400285006 0572797001 0399087029 0720125001
5d8d457e8d3a6d98feae4782d8c835ad589f42a339588fcb01c703624da093c4,0783346001 0663282003 0655784007 0788383001 0783346018 0610776033
6d90d77f821a3a3f50ded7860dab0209322de8ebe51ab2530d48d2a3eb0f1e44,0660726001 0599580055 0640539001 0661794002 0817416001 0688873007
6d9e743d9ff01c10b2380de68ef385ede49b7d84f603a6ebe30160f0e550c2ba,0697091007 0759871002 0448509014 0673396002 0715624010 0781813004
7123650ce999d151e318f6c436dbd358dc13e565da87eb615d5cb2983dcf74ea,0464297007 0832298006 0834258001 0762205002 0688873002 0436261001
7bf34ea7ab71ba809e785a7932e41fb26c658168a021fffb2a1073c6c63eb946,0595779002 0496735008 0737222001 0723167003 0591334003 0548237001
82c8f6b23737216fd2d675ceed95f366b50a2bb0dc5fc437a13604e8f8d2ca43,0372860002 0714828002 0816591001 0818391001 0372860001 0681385001
83bb033967dda46d5d71609a1f26cfadcee5b061c8e2c6e5cb9ff2c266781bc2,0684209019 0599580046 0108775015 0562245004 0843873004 0706016001
987189c3f0326d1e8d8240d212330b7d06a6f6dd4f60d2cb6716e2212e52efa6,0399256001 0659832004 0399223001 0399256018 0201219001 0377277002
9ce2788c25e9868d94e0842664693d0f198ed4e5b377873038e03c7089717767,0572400001 0673677002 0574112002 0643582001 0529008026 0628788008
abc2ab2dc9c35ed2221ed9bdb4863e6a2a319c2e85aef7b8c23d09a7d05fc755,0673396002 0573716012 0597891002 0695545001 0681181016 0179123001
b00e45f0ae52cd9a47f3683868e23945de3b55a312ca9644dca3e63b0447395e,0160442007 0200182001 0160442010 0160442043 0547780002 0827968001
c4ad640e2608d6e8b3c5ec97b78fc248a9a6be2171cbdc5f2ee5189faf3afeb6,0626587004 0562245099 0637935002 0626587010 0606711005 0562245100
cb10f099909a24fef245441f59909e68a68fab01161c2ef1245e51272f27cbf6,0683067003 0685815004 0666080002 0666049006 0701024001 0649059002
cb91c230af7d30d06eb48f54e806af29d91a006746deed863c72437ed4a371b7,0493995001 0673677010 0816521002 0836284003 0883793001 0857571001
ce02bc879943f78aa6382966e25177d48aa109e836d3ae994329846f785228d8,0832298006 0834258001 0681381008 0616920001 0841699002 0723173001
f159d48abe81d18e24ec18d30a1ca3740684e5cb48afbb1f0f608d84c8023c0f,0673396002 0790666001 0700370004 0688537010 0673677010 0776237026
f5cecdd2448af9ee89c4bb93385126cb94de63512cfe70ab8270074a03acfcbd,0399223001 0687704001 0562245001 0399256001 0717365001 0629758005
10d33a41986e4b4147dd98d0e368356e2e2af3eff4b7ca19540e12143c4a0f0c,0568597007 0706016019 0568601007 0554450001 0859139001 0562245001
27aa53e7e1efc89b134a164a1aad00aebee7ccea6e75b12d81644a953becf62a,0662857004 0696435002 0537688010 0619234001 0656497008 0690545001
29ef303eaefde13e4bc2689d5b2806bbcbbc38e85793b7ab8acd90b047dd9216,0599580055 0714828002 0776237020 0749615002 0752512007 0727611004
43c5623236073cba617dda6bd09c60fbfbb3b860f2cb0c5370abbae711eaadc2,0706016002 0714828002 0715343003 0687034009 0717251001 0706016001
633ed949f7b3da03af1b8ad13a1d03e749d856bd7d39e6228ae4b4c26914c5ff,0372860002 0599580055 0662075001 0536139006 0753737002 0436083001
72f231f0f76eaeb298841aae54ceafcebfaf28ae0e9850c417ebb44c46d92005,0637673005 0573282030 0674606043 0637515004 0706016001 0801384004
b9423958920bc7cea7cb1a61413c56b1c7a47d31359b2ef24befb7e1b6c3fad4,0496111019 0625818004 0396135008 0781813001 0677930066 0767577034
bbb13c03254f6de52f104a805ed4a488cec7924f11578faa3c3b7c72964dd70a,0682550001 0835712003 0677930086 0536139070 0547780002 0762796001
d2d71380b2915863a1e9bc67f50d944da4efbd05121ba86a45daaa53081bf853,0679853020 0579541001 0842605006 0817736003 0615021009 0647983001
fa9a163fce7737e263bd8a1ebad65fc34ebd5c32b9d438da3a5875292e7e92dc,0253448001 0470789001 0700701002 0301227002 0701016001 0373506001
097c2528ddee92dac95ca8a3a5672431d267be75031c7e60556722cfd1b7a45f,0372860001 0189634001 0594264016 0448509014 0759871002 0706016001
1c34a3f02014d400dba6ddd1c67028737a7d746ebe519c450ccf3230785f49ff,0717490008 0626587004 0562245001 0910601001 0554450005 0579541001
1c72dd143d4613265f2bc865ae56c58f396d72f014d8fb1b110b77629ff5d91a,0397068015 0397068014 0678687016 0628788004 0709726001 0731407007
2ae5575c8a1314bf26452e4e5db8ef4fd47922ce8e248d02f46dbf9a03e09bde,0688873014 0637411001 0495725005 0560030009 0497640011 0523160018
2c243571eaf9ac137dca9ef7548f9277175dc18a9842eb76e7b42b2b006acab6,0703558001 0738224001 0730683001 0189616008 0399256005 0617322003
530f64d468c15595eba17ae784a819811bb537daa474df74b3b43edaedd6bab7,0554450001 0554450027 0573085004 0559616020 0739590024 0756633001
54dfd37b271eddea15f4e584f1c92b972682d00484d5a765f11109a504e1a794,0766682001 0570002013 0721488008 0478992012 0478992009 0741220013
5e91be74e677cea91c447a7039955a02eb5448cc8f2a8e027e9d4e365c7ae55a,0493995001 0855211003 0883793001 0857571001 0840360005 0844919003
6b05c9ce5895d98edf7991480a6141d2bbd445e2d504d591392a6e2c31ad80b8,0745247004 0619884001 0714384001 0736681004 0689365040 0745247003
96df4fd2ea61f603239ca1b23212a24082571a83f87f837c7b4d21f23718d951,0759871002 0759871001 0706016001 0605690001 0659832004 0372860001
a951294226b48e8ea95819c68a0946635aedfb8451797d77494e16a921c9728f,0658030006 0301227002 0717727001 0681181005 0759871001 0730683001
cb5c3ce36b19895a99718ba36ad35f0b9bb3f79880a9cdd0b1df84e090d572f4,0599580020 0684209001 0589599031 0688537001 0736573001 0687034010
974d6bf67e7c4a5dd1c64b96459589ca357db573328085b35918c1711022caa7,0688537004 0733749001 0684209004 0832331003 0709297001 0709300001
cbbc444e0c7e2d4f61f5e8d2191b6b89b697e53fa42bf3235426b9b318b18173,0684341001 0542464001 0689005001 0605690001 0684340001 0542464004
f87c7f1a0bd6129b37b56c6b5ffb58a4d602607e3bb95e80c737f95253645ec3,0446224002 0504154033 0504154037 0504154034 0589222001 0736531001
02959671e67d31f709aba46c24f6412228cadc1429dea3cfbf38fd66cf297037,0464297007 0524529004 0590928013 0524529001 0766028001 0372860001
06290deaef463fb10601eb4e96a6fe1a2163476c80c696b9500ac66fdeed1016,0717884001 0717885001 0722437003 0351484026 0699075005 0699077006
127b19eef2ae4681d1c803ad76606b03e94384e39937cec05f3f88a4862e3eb9,0179950001 0772349002 0825811001 0699344001 0781813004 0822186001
34495943521b558b292943fa74f39a52b8be3d2546e969d817268d79cf4037ed,0796210001 0403448007 0517959025 0562245102 0801384002 0562252040
8044fcaf8b78f90e3565de1a85ae534bf547b752c60a0869add20b1bb81ef905,0751471001 0662075001 0179393001 0562245018 0783346018 0783346001
0804613aef72c8c5f3027b8cfe42f41d6e0332170b763a836af35653d86a3b1d,0372860002 0372860001 0833530002 0709138001 0833499002 0850176002
0ae7fad95c6d3fb6a516e7fedfd2ecfb9cef962a17a9f20f5f6044d08aa39d0a,0568601006 0568601008 0568597006 0573716012 0767869001 0507910004
25b322b5cca709ef0ed4f82856f93c05e2be4653c2fdf70eff2ffcaac315131e,0351484002 0706016001 0723529001 0749699001 0706016015 0749699002
2ca8dddc44712d1f11d7a05c4f95647c30ba02afe0d23a8deb2327a9aef27dca,0741040001 0735583001 0678686001 0677478002 0634009003 0804992014
620c377f15cf3810a82b6a23e8cd70a9957202ade289fc52115d46f1f02cc814,0841383002 0841383003 0253448001 0787946002 0730687001 0700701002
b4b656ae6a501773236e0a57cd7b7d05855b83db98ac8843df8809d22f965846,0720125001 0484398001 0729928001 0786187001 0559616001 0566140001
b94cefa830a3afb21af7a36bb23d96ab18715057a4dd81b8480a65b05fd1ff68,0661333001 0179950001 0562245089 0688873005 0687704001 0708366003
e7739db9a140610f0ec521ffc9552da874983ae618fef90b76e561aa0d4ff0b4,0599580017 0351484002 0590928023 0727029001 0372860001 0684209014
e86771c3d5fcb9cb7b7345cbfc2a7fc3e247d46d04208a696020684c906ea0bb,0665095005 0564334002 0395575001 0565379001 0705734007 0717490008
0d36fb67d235b9e5f312400d6746dd6716aad172ff8b6f9aea02f0173fb00331,0706016001 0673396002 0536139006 0554450001 0621381014 0706016002
5158287c538672f6c07a76e4830f5a1fe576be92c35eac8474739bfb832f16d5,0493995001 0770315010 0406724002 0818031001 0853510001 0470985003
60a41194ca19efe258f4d894c26b6858f6e4ea4cb0920eb6d34614501153c6f0,0684209014 0727029001 0688537012 0610776028 0706016001 0767438001
8456e4a283a20ff52c2b9e85e7374da23b3d1ccfeb9d8300eefa1f92430bdc5f,0575542001 0804992001 0656763007 0562245001 0738133007 0562245046
a9b7f3641426ca8ed2318f6cb1c724b725dd307fe4383281ea56840657fc1e79,0624257003 0624257001 0697834006 0750347001 0857030001 0624257010
aeb8412167f7c64d7d51505c9c2d68996c079c64b30195a92fa7555c0f2cab15,0727948001 0629758005 0539723003 0351484026 0744630001 0629746002
69bd682cef0f7428cc4b5fceab1974e33ee5577c3baf0d8061efcc204e3b4661,0237347004 0407354004 0554598010 0759871002 0507909024 0779324004
c4bf68127d2f3859e9fc47c922e278b9e7b6630a241911166366a9624c10a1c4,0568601006 0536139006 0536139010 0568601008 0568597006 0568601020
e18bdfbbeba271952b0fab193c6b23b8f136a8a517ea52b234f5dfe8a1b80da1,0562245018 0562245057 0562245046 0720861003 0399201005 0853510001
e742212a58a7bf28c3e766578b57c9947fb47fc059e5f228ecc530869ad1b52e,0399223001 0805000001 0156231001 0559633001 0562245004 0695632005
faa120397913b66fde0d02d5e2484d62b21de3ade4ee16de7593ebbcbf5ead27,0372860069 0703558001 0850249003 0857571001 0772902002 0879891001
feceedfd43748e0c67ae9fc4d8faf4faedc989816f1be4f304377967fcd7fe87,0684209004 0688537004 0446224002 0629758005 0684209006 0709297001
