customer_id,FN,Active,club_member_status,fashion_news_frequency,age,postal_code
0272f36335c7010611d058825d7c46a65a9a83252c1735f0891505dd53a6c634,1.0,1.0,ACTIVE,Regularly,20.0,ad9bbabc1794382c9db3b5ccf61c89ad0583c000a50d5826efb5e5ab5ba9e682
02959671e67d31f709aba46c24f6412228cadc1429dea3cfbf38fd66cf297037,1.0,1.0,ACTIVE,Regularly,23.0,1712a68c0cb22dd285aeb498178e0477c9400e746fbd3bd046861fcac794874b
02ea2cb6d5dad817407ca9ee5b4dca87c367c1b168e3d2b173a5edb9ddbef836,1.0,1.0,ACTIVE,Regularly,61.0,490bbcc467db8a7cdaec7d7977af8bc29ef762487b8e60e32fb45d25785ccacf
0345fa758a672215efb6f31c4b809c66a1c8a2400faea4999e222a57c82ff4fb,,,ACTIVE,NONE,20.0,1bede318015522e6c0dd07ec20f4e7c715a3abc0b60e539a0849377b74430ec7
0387b41fd1ea7a47f47b20fbc4d4478bb07184ef6ccfb2a4fbe1e99cb462e462,,,ACTIVE,NONE,28.0,d7ea5c35638750316c55726f76ce49ccf0453ef22964ab845c0cd6b165d54192
03f124a44f260264354cb08cdc8944e2ca6986b78247188c5644efcf4354225f,,,ACTIVE,NONE,53.0,b6f34faf723916515ab7e44c46fa34a446d64608f65076a7a3c775ed2c1c2e1b
04198da22f804f2568793cd20a72e35f3f42f42d2b697434597f65cecf004e98,,,ACTIVE,NONE,33.0,d7011611589f77969750e342c4dc16f0644bc2921ad8e0363c3e2904b1cafd21
04207e6400e04bf75ab84099043a7952b1b7494c85008043dcad194419201d6f,,,ACTIVE,NONE,52.0,981f4c46c6d2281934df21f4b342a0d906b66e0d31c86b36e9833ac99f5e7dfe
04796e7f27aa7e6541cc2590b26ad65c541d8b61130e432946e962497309c238,,,ACTIVE,NONE,51.0,89b8274e3f175b7937d5178f85f41dcc5145e6bfae60004052d526d06f9adc29
04a33f24762ac58c09a3e2c74ee53ce53def8d29fcbedc5bf6ac3874d1ecb435,,,ACTIVE,NONE,56.0,6e94c14500e87dbabb6c471447e6acbf66e29ff2e8b1a808b6ee58f6c917310d
05a89c0509bb752bba44c1d240c0f537c9b2b7fccf5ef66061208f3044e1d559,,,ACTIVE,NONE,53.0,50a9387cdb180932cd831e37b7af9af868b327173f453f60ffe8f0ab11afe363
05dafbe86bf7af1953da3ec9f5b8e786d55f0682f0393634035b50aaced9c3d4,,,ACTIVE,NONE,25.0,166b13f5055d907905b47193a4a4bbfe5f60fc627ad7307c60e5dbe5c71ae851
05e58c389abf96de936c74353a25e2e97cd41c57fee7b7f8095b79072eee7572,1.0,1.0,ACTIVE,Regularly,28.0,b980a5b1800e66e2b6eb54c9045cb37a135f379f551c298e5c0e51d40825f496
05ed0a753d54416adb39063ca9adc118ed828a6b742f993e682b008fbad4aea4,,,ACTIVE,NONE,25.0,4a61c2f464335bf98237a192e3d8c83d4d62c65eb1e7a6a112525f8b1831c0d8
05fa8df35c90dbb74bddf061bb1f9c116a5a850dc9d39f7de53499e751c03694,1.0,1.0,ACTIVE,Regularly,29.0,9eaa5cec26132da3590904951203ce028e10e9203dda9e21f8763d26a6bcfc44
06290deaef463fb10601eb4e96a6fe1a2163476c80c696b9500ac66fdeed1016,,,ACTIVE,NONE,24.0,c170a769fdde58191a7e0d3475fb54b67aff0e85d365db9f4ad21cc29e172679
0644e665e926dd9a8326ad20ed6b5650e989ef884df11001296fb5ba1c1c051c,,,ACTIVE,NONE,30.0,50924e7c3bf20012127fb88345f44697dce3f6f952b2df61d0997801b3b64023
065818d2415384105421617ef510f72bc35e0c13eaeb89f9c7084ecebc57ed0c,,,ACTIVE,NONE,32.0,2ab7a42c0d0d40b0bbc56520f8074391a0d2ec89f657830a9427385a3628c989
0683bd3fa0bbb25ee22c65379c4d625ce25159884fca14c318be90d568a4933e,,,ACTIVE,NONE,47.0,3ee6f427bd5de89a743768f0aff72191e2b27b7968294e6937084caea179f9c5
06a3dfa0366f3a55759abb6f2be9f09bbd2f963cb1f8d9b1dcf96c48d08f2b67,,,ACTIVE,NONE,24.0,9c0fae527a9be87b9268e302ce6f701b3d93a370daef7c66de4e29db84f0af93
06e0031976d9fdfeef42703d868f0cd9deb6085312071c5904addd98a13afd25,,,ACTIVE,NONE,28.0,0f95f5fc27cb71e7fe992931e1d7d317bae676763ff1c833c5a74ecf7a1e2ba2
06f1ff27d19b8a9d961c322ed8458e8eb847814d8a87095c3de64e8b71bd94af,,,ACTIVE,NONE,20.0,baa29a42ba3fad4c773d6d10e84932e9455c2d61349d6218a8f693a9775400b6
06f5140d92affe89a80de920a84dfa39ce665d1e87266e09bbcca76db7ced68f,,,ACTIVE,NONE,64.0,f4a09c1494db74bb52bd4fa1107c663141afa305ee0b553d311926f2d6c0b784
0804613aef72c8c5f3027b8cfe42f41d6e0332170b763a836af35653d86a3b1d,,,ACTIVE,NONE,24.0,c9245515e9ce8c5609c964b6c6ccae89c11c1be9aff4f2bb9be1c43593ffe9fe
0817a1693e8cd3fbe2387c5246d1cfa9fee47139f5835327cb3a9472f813d830,,,ACTIVE,NONE,28.0,6a630d559205e0bcfe043eca8f66f7afcff72b03e0129e119dae55650ad80964
088ec27922e791c8ec8e0731651a223ba604ab0c6c19df725c6c8fb2736683c9,,,ACTIVE,NONE,18.0,2c29ae653a9282cce4151bd87643c907644e09541abc28ae87dea0d1f6603b1c
08d6ccc5448749a6e0018fbb35b522c944d315836ddb13aeba158328f2bd95ba,,,ACTIVE,NONE,25.0,71655b8689da0456fe3a8e8f288c250f169d697d6bcc9dad9432896bc7d068e5
08ef9ffebed0d82988a92779e4714cef778bfbfb0cb2938b78fc3f148cc1e33a,1.0,1.0,ACTIVE,Regularly,21.0,360e41aca3267d10ac58b632ff0a16fc5e916b5dbf57f22e595e23254de85893
094f83cd714d251c803813cea96874d020ff97f8c4b08c67832e6441a64fc945,,,ACTIVE,NONE,30.0,81055429b539ae0e5a7e2296ce4180c359c04df97effa53189e21e827abc60ee
09677c1d06852115ea2cdc8c58829d504a59f1b8f8678cbdcf605e1b4d9e9328,1.0,1.0,ACTIVE,Regularly,21.0,2ca9d452a6145acd84a9319bd8c58e7a5f2d249853b6f716e5e1e64eb4dc6479
097c2528ddee92dac95ca8a3a5672431d267be75031c7e60556722cfd1b7a45f,,,ACTIVE,NONE,29.0,96c529a5013855d2f2a9572e41b5c0b16fedc0c2ec9cdb8d488ccf6089d7b0f6
097ff210f8bfe5e3de1d0dd4c1f104add81962a0e89b78ad35a68bba4899d1fd,,,ACTIVE,NONE,27.0,518b9d0d3abcad4608d29e529f635faeda257b4269393a483ea995b5dfd9c16c
09b68fa8ff4903e89d63512f259a3348687c21bfbb0cb58d146f34be0c981fc1,1.0,1.0,ACTIVE,Regularly,21.0,bd0bb863bdf39c75d852df8141ad88fcee68cbf540e34b2e669552780f10184b
0a0a158ad0bea3b99fd59c3f6cae61c3cfc447130fca1e5f7f21232b771a4dd2,,,ACTIVE,NONE,58.0,4c77980b88ababe96cefc6c8e36b239e87bef36c13c6175c384ef512e8ed40d9
0a11b5afc0ab3a0f25f26c54fce9ceb4d4f20a3183f1450e3bf11be45d877117,1.0,1.0,ACTIVE,Regularly,33.0,3ede5508e448edb90540e34e01d185d9e91c171f7c550d24e8c09dd051f66c5e
0a1a6f1420a413d9f29e0e359bbdea1864bfc5b4111c0ebbd93352ade6bed31a,1.0,1.0,ACTIVE,Regularly,22.0,633ef4a72fb4a5a445161b1fa1220fd9dce3b5c9ef6c2fb2b230e3833131edb6
0a1fd2bb8d63fe31ae61466c592391dcd03e06ec5ff2158f85a63d2309eee78f,1.0,1.0,ACTIVE,Regularly,41.0,e5bbb79b8dac1613789c9a3c67162a64b29109adee7e8bc50167a63a1c840b33
0a6d8bcf11c0a5cef40a153fa6f47695d54ea229084cbc3aec8caf46a0b8bd81,,,ACTIVE,NONE,19.0,cb6aaeb3b13fe13bf759ea4a2fd708f1728f8be4bc061950823fe8f6c2a3eaab
0a7930b39a29e55f440ca45c15df24a0817ecfa5db2dbf63f3bd030235950cb7,1.0,1.0,ACTIVE,Regularly,24.0,c087a7c272ef43973f504fb2394af17008302d654aac19fb6fd8a997f4c3f00f
0a7a79511a043de46b4546ab11e2e2381b1ff09ba4b0132eea870196967f4259,,,ACTIVE,NONE,41.0,182d48c5f343ca864dbf9494cbb235b07b1a26f64424ef88939e9b788f1fbcbb
0aa84e53b1d3b74de0d936e9f75d7ac6d92a6287277296d88dc1dd549991a8e7,,,ACTIVE,NONE,42.0,acd7cefa3124f18da788e6817f44c0b841fe481b30944d59ac4021691f4a783c
0ac1a1fb4e02e1386b3a16eedfaefebb1e56aa0367c3e5c87c7caf16558e79d8,,,ACTIVE,NONE,28.0,39b42299e0821c82fcfbae82f9d8a9ffe6c5fbad47abd39a256a02f97a09a645
0ae7fad95c6d3fb6a516e7fedfd2ecfb9cef962a17a9f20f5f6044d08aa39d0a,,,ACTIVE,NONE,22.0,2c29ae653a9282cce4151bd87643c907644e09541abc28ae87dea0d1f6603b1c
0b4ead0d7e37d5386046d8b7feb1228a720f6542c6fcb57f1ec5fd9547b71b93,,,ACTIVE,NONE,28.0,53c39c23a68818aad7ee05c11b84bdbeebd7556531ede87b51be67f280eae25f
0b8a7005b3ccec250f253356594ad54119b1a476522ffd554008de7633c00caf,,,ACTIVE,NONE,57.0,023b8d4b4423dfe39ca037bd21609c15f7cafbbc9be730f5db59391930ad2ff6
0b93752cb5c8502112d84dcf0bcfe929380a308e49e3c66b427c593ef5e2f5c9,1.0,1.0,ACTIVE,Regularly,35.0,5dc5855bee70e7cb942050266f3a35ebe65bcda5890cd91dbd737b0b3d4ee5c7
0bcd1add578a3e118dc0a70bdc04bde76c39e07bc469054cd23aac409f683d28,1.0,1.0,ACTIVE,Regularly,57.0,c90b8a80329866910bd63953b323ddf54272d2773ee64d09aba31cfc11487a46
0bcfd8e68748650928d24f10f253324e59ea5d3dfda5aa2159f82a468937afea,1.0,1.0,ACTIVE,Regularly,37.0,57bc8377c92123e61ce5011b0e721bdd42f48a5ffc0fd63bc2c0a2314c383b62
0c1af170ebca16306dee61967b92147b628d7981d4a3c7b2eaf62781e032bb45,,,PRE-CREATE,NONE,62.0,69a77cfbc8f4bea7eaae7d2304fe9dbb95abe259a2d0f50453cdb003d0ee32e1
0c714096cab9d420660107c14907490bb2cea91f057576846c1dc66214c1ecc9,,,PRE-CREATE,NONE,36.0,968d141e64c7f8e374ccb7ec9d98cff49f01ef4f8c96fa877c35a1cf51eee06b
0c87efc189c1b1fd26a55feb57c31943f1c1be5bd136f40f54847a09cf52b1d5,,,ACTIVE,NONE,22.0,f40fbe03d5d135d6de218d9c7115bed7c536b6d201517ba456e3963034c4c3a0
0ce9005dd0911c58d29a1697aa9c775dd668d16460a60865d975cd84c0811a07,1.0,1.0,ACTIVE,Regularly,24.0,03a9c8a26c3f39f3afc9b4e8b20b6ccc7813aa82edbf494c47200d647642f42c
0cf48c05b48581dc820123675fc7917a02000fe75b4b6ce10cecd83f08667997,,,ACTIVE,NONE,26.0,bbf6d6b6e258f3aaa71a82006b7d65fbf4c4190e30a647243e92ac0267ab6a23
0d36fb67d235b9e5f312400d6746dd6716aad172ff8b6f9aea02f0173fb00331,1.0,1.0,ACTIVE,Regularly,51.0,a27d1b4b399d4422e1ab6098f8e2f8b93aa48c1a3c2f09114ce4255b350e2a3a
0d8ee957f752a9c4da1638bb53097b050d1e988613fc23ee7bd085f560615b0f,,,ACTIVE,NONE,69.0,50a8dad4dd1130a589dbd01e3f867247eb21af0686c855e66660fb95fa08eb89
0da52c883e39f6d14c7f65d63c721c0863959669ead73df4dc951d6d7c01b3c3,,,ACTIVE,NONE,43.0,2c29ae653a9282cce4151bd87643c907644e09541abc28ae87dea0d1f6603b1c
0df426b7cd4935520dc3d4e75ae4e0c27898b83d23ff2a45fe6e6b1ce434bb61,,,ACTIVE,NONE,58.0,085c29cb712c5fe1dcca92072442f3d8a3159e7a054a7508bf1069717683febf
0dff0de7076e64ab54140676fce1435310f6d8fcedd0c810c845d2cb68b41244,1.0,1.0,ACTIVE,Regularly,50.0,ee759d836744391cdc6f8906d3958ca1f682dfd2ca2c44b974fbcdfc22fe1d87
0e2109f59ad10b289b8301ee68a5e199f25caaf13f2b49c71a667ef2760f35e5,,,PRE-CREATE,NONE,29.0,086fcf2d65bb7c05c26af4592d5307768828740f6569baa28f08bf4671a784e0
0e4e330dfbd9ef386c683af5d8425d441ca8f7850d207327f5fa0a7f5ecf7865,,,ACTIVE,NONE,52.0,b557755968ce153b227a12b7a6651fe0a62e235b62c88d0ee80e79137d546698
0e92e8da764889356e5a873b290d2a16367bf03e914510eca228cd3fa66f84b6,1.0,1.0,ACTIVE,Regularly,30.0,d3ea69f47c5f5685800aadd0ce981a29924c66e201f96f781dc871febcc4fd8b
0edbdb61dfdbcb2ee6ed2cc9174345cecd2aadab475b2c30652491da86917147,,,ACTIVE,NONE,24.0,ab9946b825527b3951edf3a290f65272b395a0105cad41c451f8ccb726a0ab43
0f1182156de792b150ace499e7498f2e8e8675554e47a5e41be0d76056f28f07,1.0,1.0,PRE-CREATE,Regularly,59.0,fffc67a32872a57a56ac17433ed4a0cb68369ec8af6c4a7cfcc4c2e29a5ddf77
0f2e26d3b4c91be0cc06876a93bfa1ae238b06ea8f61710bcaeefea63cfeb33f,,,ACTIVE,NONE,41.0,5124751cb6778d3f39b27d196cef562d90703b04c26908b1c4e4451c9c97f074
0f665cc6b157a8de716d8203abb94049729d288db74aaaf00b93ca4b5057f25c,,,ACTIVE,NONE,29.0,2c29ae653a9282cce4151bd87643c907644e09541abc28ae87dea0d1f6603b1c
0f85af48545ed0a28ceb77f45a756430f55e381032e8d2c5c2cff73c57175b91,,,ACTIVE,NONE,29.0,d64a34f80487849711a63e44fec88088dec5d1ed608befca3314490f4b4bcbb9
10203df523b772a4256ee947b43e80fc00ce3256a53327ca6a730fd903910916,1.0,1.0,ACTIVE,Regularly,50.0,b1b7066c8538eba093a06ae532593cb4bf0776336e34b5ed305fbe759dae2dbc
105576e5500b48b32e8b34ed8742e2adc4fec47194e2862f3dff7490dfaa88bd,,,ACTIVE,NONE,47.0,e68f0f98f2cd87a37c9f4c644fd426a02d4cc9e578b2ffd10e1524c6772e5e2f
109bafdb60857c894e7487e344390e55288a7a6fa0c6c8ade96154cd58fa704c,1.0,1.0,ACTIVE,Regularly,28.0,97bf27dec3de1db58cac098291c0df1c38878eaed0e2bfabc8671b7a7651e062
10a955f37a0e6c6f355cf5e4cca11b25a40d7945d5d1729fd8114637e65d4f5e,,,ACTIVE,NONE,27.0,5af5ddfa7257a8547222d23999046ae2b064700721e4262936a970334a73e6c2
10d33a41986e4b4147dd98d0e368356e2e2af3eff4b7ca19540e12143c4a0f0c,,,ACTIVE,NONE,64.0,2c29ae653a9282cce4151bd87643c907644e09541abc28ae87dea0d1f6603b1c
10fbeb54b2fb8a64f3db43bb7a28c2ec44b197ba9427e0bef5d44240f544b7de,,,ACTIVE,NONE,23.0,27136f1ff30685e390ba949dcdb0bb6cff0be103aeeba1b1f9ce6118c2f52a49
110ffa1b655e254a3580361569816e04fa33ca7cb81a500ba6280ed4f8bfd13f,,,ACTIVE,NONE,46.0,5fbd6c151524a0b512ef6b061f7b402d1ee73b1a9c445193bd18245b13ae6e0b
111ee997cf3a8427dfeaa7d795b156931ce5c3caa4bc332991144665045d6eb3,,,ACTIVE,NONE,23.0,2c29ae653a9282cce4151bd87643c907644e09541abc28ae87dea0d1f6603b1c
112121753f33ddb824bcfcf627f2d5a7d07efd212cf7d6b7ef864b4be7d9fd61,,,PRE-CREATE,NONE,74.0,18bf293a941e7b7d4bcef5633e2cbf0b67e224b7edbef8ec7746d90c91fcc8b2
1144aca04c7d9accf382a423d537d227ff3c5a2d69e335ecbd62a686ba6ac23a,1.0,1.0,ACTIVE,Regularly,55.0,27d85bc6301aebb49e535a05724d6122c6ccea08b8f375cbae13782080d66727
119c3bc9cc3f656a492fbe096381582a91db0c52c75d9b97259d16b96f05df9a,1.0,1.0,ACTIVE,Regularly,36.0,8cfa4a4ee6f5410b5284f59be1ffb53f3039f2660f66467c873da419c609f747
11c151041f6b68a399992d21fc0e691777d3a3b61dbe5bca939dee76a49a2ef7,,,ACTIVE,NONE,53.0,60fe377cd704ce8b71f5ececa79c6e376a0bbc8542134d2ecb6b6627665c04e5
11de98696b7514f22e2119fc1d678fb91913c5f5af4efd952a69bd4dc2fa96d6,,,ACTIVE,NONE,44.0,3c72248b69875ca6de55531af46c86676aa53c07638c84780d1ae99b618df585
120d000daf8ba35970f84f95e707d3f7fc9b5518aac1e802e45666f21d5ee578,,,ACTIVE,NONE,26.0,d750e464a3fe97057e98cff25ee561ac4b1a28c15a35b0a86946fc348384d91f
12256797aa029802095a2ad686bd581e0c15196c82f91466fcba1b70cdef3120,,,ACTIVE,NONE,22.0,51416c29593123c7ac6512000b478d05358b7a8a27f0b29812f8bf9a4e9b29c8
127b19eef2ae4681d1c803ad76606b03e94384e39937cec05f3f88a4862e3eb9,,,ACTIVE,NONE,49.0,d4d2b75687c6e0f9e05a1c091876cd64d10eaeafa302166e5735f823bd3fdde6
127f1e0eeaeef67eb7f2e601594ded8d174b324df15d1c776c1465fd1221a93b,,,ACTIVE,NONE,34.0,5be130e6544cff4ffa3b4d5475d3b38c2efe509d2f7cd14387e367f185e8d647
12a02b35b7e10c5bfc1a1052cc48a684886ec26bb2d855ee19f21b9ba97b3716,,,ACTIVE,NONE,26.0,4d12be597d661a2cba19be317ef78f93e5672d79ebc23fa5e7f7fa091083756c
12d05b0620c118d1bb755bd83cf39822045d2eb2c96b6ad2d2b8f6acce7bbe12,1.0,1.0,ACTIVE,Regularly,40.0,10991110fe7b2eba1154ae3e23da1ce15cf2c6e6761db81d98bdac629bfdd163
130200b570ee5a11ab8321ff2a999c24f59eac990f502549a817c2168a7d35ce,1.0,1.0,ACTIVE,Regularly,42.0,e900d03ff7421691eda2a283960deacd6807ac72cd52a15e9eb9703c75a293d8
130f79e1ae2ac6d07e62cc757e38ee25fcaee18c87e52823eace339232b78bbd,,,PRE-CREATE,NONE,28.0,a663740fc078432a21750f9cdb643ed1fc2c444c45f56ab5b2daee767985654e
136f8e1496153807dc3e25be1391cb0c706b1fda2f5f8e24906fb7a37125c76f,,,ACTIVE,NONE,32.0,7c6d81d6084ed1c19a53e9324d5a222c48c93976d90dadfe0bab1b72b6fea520
1374d5e7ac50254f749a214a47d67fb00b2738acaf1f6ec8591fec8d7fdb3bea,1.0,1.0,ACTIVE,Regularly,21.0,2b44f57daf9f8076a74237afc7ceddad11a74bac3fadaceae82d86a2185ac1ff
138f1209bcd86d17345b82e39e6b96ae2dd666c64f7548a5a571b63648080e76,1.0,1.0,ACTIVE,Regularly,21.0,b19d8646051aadd372f344c54e0cb9a5e265ba5764dc8c989499667de0bc80d9
13d847be26dfb4ef3031a3b66417fe26a0181b5f30f7cccb34d69687d3c91e61,,,ACTIVE,NONE,57.0,2c29ae653a9282cce4151bd87643c907644e09541abc28ae87dea0d1f6603b1c
13ed7e01aeef009dd1f85410b9e6ee51cc73a8af50931cf039c20a96bdbc8712,,,ACTIVE,NONE,29.0,6611d31b615a96ac02c1dfd233de2620611a2e7ab7fd470c166eaec1fe1c7580
14065879020e92ac6faf8b388e26bdce18250c81f8e90ec04fd3d29e3ae96d62,,,ACTIVE,NONE,26.0,cf06c92beb3fec66fd591df84b412e921bcce40b7cbcc222955147be7880801c
141ba671b0b9766aac81e5b9092f01b3fd3e11d2c38f8e6ce889a4179c31a7eb,,,ACTIVE,NONE,26.0,b13124ddce8bbfe12051754bed39d1982efc7a9921bfddb51ce52dc9795838e4
1448d9fcddeafc84a8518e580e14ec424effb018fa64ce2162f1cb62cdab06fa,,,ACTIVE,NONE,21.0,924259aa15b2cdcf792a9b1d94c60dc5d7dde10edd3fe04d99dbbe9d70e168a7
14b902a2bf3105e80a37bd221cc789c2b871f2b3c1e68e6938d90f82b884587d,1.0,1.0,ACTIVE,Regularly,19.0,3ec3fa2f4cd5b5937d57927ce4a7c505c3bacc66d806cb82bae1da55e65dc395
15804c04c5695dda3beea019516f9b6deb22f9cf6821fa9ceef0ef85170d3d3d,1.0,1.0,ACTIVE,Regularly,21.0,2c29ae653a9282cce4151bd87643c907644e09541abc28ae87dea0d1f6603b1c
158d4a804c42afa4ad55ddb0f279a5e2dc0e45b48926d8637a40c3c1ebb5325b,1.0,1.0,ACTIVE,Regularly,49.0,8d215863d96e647898a4dae272abd8f8a5ef6d215d7657e5afcd70fe39bfda03
15ae8ca9a4fcb65b0c914c5052dce29b1a9c92a2433b84853c8f7cd73eaf432f,1.0,1.0,ACTIVE,Regularly,18.0,17a51274e9ff92bf74bb1525cc1d0a0bf206d4699a950a27df0a53567bb991db
161b23170c084ef27f02448e17dec22b6546612f011ea0549ba90ddc244c221d,,,,NONE,32.0,8dc27a25acb17b0999d9b797e89f92c9ab803abb60223fcb6323601c56b4d9d3
165a21a470e5c10bf2a5bedd61050ed1791ae46ec595d74be61afbd95f5508ee,,,ACTIVE,NONE,25.0,11833388c333cac2512fb4a049e1b9a2c1202d79db961a60634b2fc5907e0f7f
1675a463b63ff649a04444daa12c0fbc782f5ffc5132b91486e2f8a0268696e4,1.0,1.0,ACTIVE,Regularly,37.0,15dd5fdeba84f7657ae1d4bd10060be42ea4cdd82eba7c5d083cd02faddb3ea5
1692c14a992001f7966005f7bfb99eea0da4035d3a1f2a50497d71c031872401,,,ACTIVE,NONE,21.0,51595bc2fb5a2f2227500663f3935599fc0e88c88acce49ddf4e58f6f12528ad
16976d18678e0916303548b29a521071372341e193399c585517e2aeb7a3791d,1.0,1.0,ACTIVE,Regularly,59.0,14eb88b05763d66ea13ce7cca75758a46f25c289029a9dedd62d21cb414f9d1b
1697d7c78b93e354601bccc106b83dc38556ebe268568cd08dde555c52fcfd9d,1.0,1.0,ACTIVE,Regularly,19.0,cec0ce9cff4f8539dbda9c541a1325ae6b59e6fcc86d4024de1c017027defe35
16b43f80df83c6c1bf349160f2d1950facb817790815b26b4a703333ec4482ea,,,ACTIVE,NONE,47.0,28bc21f0e9bcaae028154fb8e2ab3f520f4a07697d2871a103689d5724d0d72f
1770c5f6e84eb5f1db86b0307666b3bb3a18d88de2f07d25405a5055ac40c5fb,1.0,1.0,ACTIVE,Regularly,26.0,73dcad115eab1d787ddc7bdd0c22b926eb9dc3e17af6d5d532a5f80e71456af5
17b97af8e006860598f8f13e5caee017dbab6e15535a56912841365880ad09e2,,,ACTIVE,NONE,30.0,c51f2127f70a114b6f1aea1f71f35c23b78dca5382a727eddf2b4eeb4be1cd14
17ddd01796224c84b084763e12e4fec3e4b70d5cdf30dbfcddb788d0f1d79c22,1.0,1.0,ACTIVE,Regularly,54.0,2c29ae653a9282cce4151bd87643c907644e09541abc28ae87dea0d1f6603b1c
17e9b84159afc5ac092ffbdd9e9614736439d75d93fbb36ada59f3cede5b78c2,,,ACTIVE,NONE,27.0,0c2d754b561f2c081d5a73c756ab541e892f53b83550ccdf92704e447b8ab6f1
18010cb532c0d2b2a063e476d20573c59a197b7fa0060fc00a1f92b252d2b81e,,,ACTIVE,NONE,32.0,2c29ae653a9282cce4151bd87643c907644e09541abc28ae87dea0d1f6603b1c
181735e1c9a95fcf5e31278271f38fee83bb38e8959be02144d2e2e2d1a513db,,,PRE-CREATE,NONE,31.0,c25cac6cf79c69910d1f96cac9b297a0bf56e78ab1b3d0ac86b8f1b179d47778
1859b69d8cba8efcaab5dd58a628e79e36c1b7e177d710391f32f493e98b07a4,,,PRE-CREATE,NONE,39.0,c4cdd95762f7c3765e9f9c64588102fdfc1cc507b85b051c813c010a0efeddcd
18a9ace5f5291b62346a7893b8f215030078b5a5a4060d09ad5c41ead8f7f073,,,ACTIVE,NONE,29.0,d2f194e2936a5d3e2bb52a624724dc08bdc1f57b9142355a18fa0b274ac6aabc
18fec1523832b9f76ab7fc1d72c0c2a8317958074e1682022fd6e01c4ed672d4,,,ACTIVE,NONE,20.0,66eab2665fe17fa90f1ebcb7c0f4b5974cf3ae34a3a18d8ef6a4f52e57a3a5ca
190ee8d25f3bf4d41d0d92acb4993ec68197f47504bbab011fbc30a664b7f82c,,,ACTIVE,NONE,28.0,adf42904deee633a063a91c1ac69c24ae690531dc853508315cf39b9af9ed406
191a7ef983284888d4a23a5be9a786e09224ec8ea9b9d35835755c4ec0eb2860,1.0,1.0,ACTIVE,Regularly,24.0,2c29ae653a9282cce4151bd87643c907644e09541abc28ae87dea0d1f6603b1c
1921b1344527fe9f6e18d1f19393fcee5197df959cf5edc936e512c8e014b8f3,1.0,,ACTIVE,Regularly,26.0,67a02907ed5b5600fc770bc864e42bae13d5ef66f2f212b3328f7cb231676c56
192aa342f7255c68d576f5e1cf9cca30347acf6079b7ffce82b2818215c06f5b,,,ACTIVE,NONE,39.0,7bbfda3e51f97538f5e0d7b8a419073102bbd0f2209b1665ee99988f8457a89a
195af218c8b2e8e41bb9b599322547690bccdf4c64103afd2bcee95717e2b081,,,ACTIVE,NONE,21.0,2c29ae653a9282cce4151bd87643c907644e09541abc28ae87dea0d1f6603b1c
19939e18fb492a94a292192cdd15dac9d2e67c699346fbcbbb094ed2242cf1fd,,,ACTIVE,NONE,23.0,3e9013c984ce0ddaf3b7ab785a125669c3daaf05631fbd2b0574db6e8b0e9469
19a42e8dc9d3d7927c4caeb93befd16f8930bd3b05530bd3a1da70f38868d13a,,,ACTIVE,NONE,49.0,27b429550a177f98d1532808c12395eb45eea6b165b1ffdef512582cb050e5f2
